PaymentSchedKey,SaleKey,DueDate,AmountDueAED,AmountPaidAED,PaidDate,PaymentStatus
8505,1203,2025-02-05T00:00:00,58775,58775,2025-02-05,Paid
8506,61,2025-02-22T00:00:00,25625,25625,2025-02-22,Paid
8507,1019,2025-02-10T00:00:00,15155,15155,2025-02-10,Paid
8508,214,2025-02-27T00:00:00,31525,0,,Due
8509,30,2025-02-13T00:00:00,72113,0,,Due
8510,1128,2025-02-26T00:00:00,42360,42360,2025-02-26,Paid
8511,1741,2025-02-28T00:00:00,32435,32435,2025-02-28,Paid
8512,20,2025-02-26T00:00:00,107001,107001,2025-02-26,Paid
8513,1657,2025-02-11T00:00:00,66388,66388,2025-02-11,Paid
8514,968,2025-02-05T00:00:00,43056,43056,2025-02-05,Paid
8515,1524,2025-02-04T00:00:00,50266,0,,Due
8516,1560,2025-02-09T00:00:00,110605,110605,2025-02-09,Paid
8517,439,2025-02-19T00:00:00,83417,83417,2025-02-19,Paid
8518,949,2025-02-06T00:00:00,56557,56557,2025-02-06,Paid
8519,1622,2025-02-18T00:00:00,36854,0,,Due
8520,1384,2025-02-12T00:00:00,75987,75987,2025-02-12,Paid
8521,1450,2025-02-11T00:00:00,297515,297515,2025-02-11,Paid
8522,1403,2025-02-03T00:00:00,189443,189443,2025-02-03,Paid
8523,1510,2025-02-12T00:00:00,381277,381277,2025-02-12,Paid
8524,1449,2025-02-28T00:00:00,36706,36706,2025-02-28,Paid
8525,1740,2025-02-01T00:00:00,19106,19106,2025-02-01,Paid
8526,733,2025-02-21T00:00:00,45672,45672,2025-02-21,Paid
8527,332,2025-02-09T00:00:00,25683,0,,Due
8528,1092,2025-02-12T00:00:00,28947,28947,2025-02-12,Paid
8529,1725,2025-02-04T00:00:00,19375,19375,2025-02-04,Paid
8530,1269,2025-02-14T00:00:00,74624,74624,2025-02-14,Paid
8531,1210,2025-02-16T00:00:00,1399256,1399256,2025-02-16,Paid
8532,65,2025-02-09T00:00:00,194191,0,,Due
8533,742,2025-02-25T00:00:00,367236,0,,Due
8534,1080,2025-02-05T00:00:00,30735,0,,Due
8535,842,2025-02-18T00:00:00,10682,10682,2025-02-18,Paid
8536,1526,2025-02-28T00:00:00,41187,41187,2025-02-28,Paid
8537,1730,2025-02-12T00:00:00,54918,0,,Due
8538,1121,2025-02-12T00:00:00,27082,0,,Due
8539,248,2025-02-12T00:00:00,42751,42751,2025-02-12,Paid
8540,1578,2025-02-28T00:00:00,154555,154555,2025-02-28,Paid
8541,662,2025-02-22T00:00:00,164702,164702,2025-02-22,Paid
8542,670,2025-02-02T00:00:00,36590,0,,Due
8543,215,2025-02-07T00:00:00,748321,0,,Due
8544,137,2025-02-07T00:00:00,23261,23261,2025-02-07,Paid
8545,1781,2025-02-13T00:00:00,48599,48599,2025-02-13,Paid
8546,193,2025-02-13T00:00:00,61443,61443,2025-02-13,Paid
8547,1575,2025-02-14T00:00:00,50026,50026,2025-02-14,Paid
8548,973,2025-02-09T00:00:00,57660,57660,2025-02-09,Paid
8549,1792,2025-02-15T00:00:00,35951,0,,Due
8550,227,2025-02-02T00:00:00,157873,157873,2025-02-02,Paid
8551,645,2025-02-01T00:00:00,31100,31100,2025-02-01,Paid
8552,529,2025-02-20T00:00:00,67306,67306,2025-02-20,Paid
8553,1147,2025-02-16T00:00:00,42677,42677,2025-02-16,Paid
8554,1087,2025-02-28T00:00:00,37160,0,,Due
8555,981,2025-02-19T00:00:00,37122,37122,2025-02-19,Paid
8556,273,2025-02-09T00:00:00,49708,49708,2025-02-09,Paid
8557,1051,2025-02-27T00:00:00,25998,25998,2025-02-27,Paid
8558,1724,2025-02-13T00:00:00,46622,46622,2025-02-13,Paid
8559,1782,2025-02-07T00:00:00,14856,14856,2025-02-07,Paid
8560,276,2025-02-16T00:00:00,423145,423145,2025-02-16,Paid
8561,1691,2025-02-21T00:00:00,650552,650552,2025-02-21,Paid
8562,1436,2025-02-04T00:00:00,209558,209558,2025-02-04,Paid
8563,1104,2025-02-01T00:00:00,53128,53128,2025-02-01,Paid
8564,1742,2025-02-20T00:00:00,20297,20297,2025-02-20,Paid
8565,102,2025-02-08T00:00:00,31899,31899,2025-02-08,Paid
8566,966,2025-02-17T00:00:00,9192,9192,2025-02-17,Paid
8567,679,2025-02-26T00:00:00,237655,0,,Due
8568,184,2025-02-28T00:00:00,61863,61863,2025-02-28,Paid
8569,1309,2025-02-21T00:00:00,163013,163013,2025-02-21,Paid
8570,117,2025-02-03T00:00:00,24951,24951,2025-02-03,Paid
8571,953,2025-02-05T00:00:00,12210,0,,Due
8572,774,2025-02-04T00:00:00,13449,13449,2025-02-04,Paid
8573,1669,2025-02-16T00:00:00,640384,640384,2025-02-16,Paid
8574,213,2025-02-09T00:00:00,40741,40741,2025-02-09,Paid
8575,1475,2025-02-23T00:00:00,170775,170775,2025-02-23,Paid
8576,1135,2025-02-28T00:00:00,16672,16672,2025-02-28,Paid
8577,694,2025-02-06T00:00:00,49845,49845,2025-02-06,Paid
8578,286,2025-02-03T00:00:00,28850,28850,2025-02-03,Paid
8579,344,2025-02-28T00:00:00,87899,0,,Due
8580,854,2025-02-12T00:00:00,52635,0,,Due
8581,147,2025-02-23T00:00:00,30135,30135,2025-02-23,Paid
8582,18,2025-02-20T00:00:00,42591,42591,2025-02-20,Paid
8583,400,2025-02-16T00:00:00,36624,36624,2025-02-16,Paid
8584,133,2025-02-02T00:00:00,218720,218720,2025-02-02,Paid
8585,413,2025-02-14T00:00:00,29961,29961,2025-02-14,Paid
8586,883,2025-02-23T00:00:00,52144,52144,2025-02-23,Paid
8587,278,2025-02-13T00:00:00,88576,88576,2025-02-13,Paid
8588,1754,2025-02-06T00:00:00,31295,31295,2025-02-06,Paid
8589,1439,2025-02-01T00:00:00,50689,50689,2025-02-01,Paid
8590,674,2025-02-04T00:00:00,37178,37178,2025-02-04,Paid
8591,1207,2025-02-24T00:00:00,92693,92693,2025-02-24,Paid
8592,1747,2025-02-27T00:00:00,32369,32369,2025-02-27,Paid
8593,1284,2025-02-13T00:00:00,183283,183283,2025-02-13,Paid
8594,975,2025-02-22T00:00:00,28194,28194,2025-02-22,Paid
8595,1258,2025-02-01T00:00:00,193824,193824,2025-02-01,Paid
8596,572,2025-02-25T00:00:00,365166,365166,2025-02-25,Paid
8597,179,2025-02-25T00:00:00,52242,52242,2025-02-25,Paid
8598,77,2025-02-27T00:00:00,23853,23853,2025-02-27,Paid
8599,644,2025-02-20T00:00:00,32809,32809,2025-02-20,Paid
8600,475,2025-02-17T00:00:00,335110,335110,2025-02-17,Paid
8601,795,2025-02-17T00:00:00,213466,213466,2025-02-17,Paid
8602,150,2025-02-15T00:00:00,113198,113198,2025-02-15,Paid
8603,159,2025-02-22T00:00:00,72426,72426,2025-02-22,Paid
8604,122,2025-02-09T00:00:00,36057,36057,2025-02-09,Paid
8605,336,2025-02-23T00:00:00,48248,48248,2025-02-23,Paid
8606,1569,2025-02-28T00:00:00,60007,60007,2025-02-28,Paid
8607,384,2025-02-18T00:00:00,55906,55906,2025-02-18,Paid
8608,1327,2025-02-13T00:00:00,49093,49093,2025-02-13,Paid
8609,1154,2025-02-01T00:00:00,21548,21548,2025-02-01,Paid
8610,177,2025-02-04T00:00:00,89304,89304,2025-02-04,Paid
8611,244,2025-02-28T00:00:00,68431,68431,2025-02-28,Paid
8612,165,2025-02-02T00:00:00,40217,40217,2025-02-02,Paid
8613,312,2025-02-25T00:00:00,30154,30154,2025-02-25,Paid
8614,778,2025-02-20T00:00:00,35481,35481,2025-02-20,Paid
8615,197,2025-02-12T00:00:00,37447,37447,2025-02-12,Paid
8616,1633,2025-02-17T00:00:00,100204,100204,2025-02-17,Paid
8617,915,2025-02-09T00:00:00,51522,51522,2025-02-09,Paid
8618,1740,2025-03-01T00:00:00,19106,19106,2025-03-01,Paid
8619,1394,2025-03-19T00:00:00,164158,0,,Due
8620,780,2025-03-07T00:00:00,386243,386243,2025-03-07,Paid
8621,224,2025-03-20T00:00:00,61064,0,,Due
8622,851,2025-03-29T00:00:00,61672,61672,2025-03-29,Paid
8623,23,2025-03-19T00:00:00,20616,20616,2025-03-19,Paid
8624,1781,2025-03-13T00:00:00,48599,48599,2025-03-13,Paid
8625,1174,2025-03-20T00:00:00,57388,57388,2025-03-20,Paid
8626,1475,2025-03-23T00:00:00,170775,170775,2025-03-23,Paid
8627,868,2025-03-16T00:00:00,16826,16826,2025-03-16,Paid
8628,1742,2025-03-20T00:00:00,20297,20297,2025-03-20,Paid
8629,382,2025-03-01T00:00:00,30797,30797,2025-03-01,Paid
8630,289,2025-03-21T00:00:00,43459,43459,2025-03-21,Paid
8631,237,2025-03-05T00:00:00,55490,55490,2025-03-05,Paid
8632,470,2025-03-30T00:00:00,31590,31590,2025-03-30,Paid
8633,1607,2025-03-07T00:00:00,145551,145551,2025-03-07,Paid
8634,1080,2025-03-05T00:00:00,30735,30735,2025-03-05,Paid
8635,1403,2025-03-03T00:00:00,189443,189443,2025-03-03,Paid
8636,1536,2025-03-17T00:00:00,46275,0,,Due
8637,1188,2025-03-28T00:00:00,35860,35860,2025-03-28,Paid
8638,1764,2025-03-08T00:00:00,38556,38556,2025-03-08,Paid
8639,1446,2025-03-11T00:00:00,43174,43174,2025-03-11,Paid
8640,337,2025-03-25T00:00:00,86922,86922,2025-03-25,Paid
8641,1801,2025-03-21T00:00:00,218838,218838,2025-03-21,Paid
8642,1085,2025-03-15T00:00:00,37266,37266,2025-03-15,Paid
8643,263,2025-03-20T00:00:00,26415,0,,Due
8644,678,2025-03-20T00:00:00,30023,30023,2025-03-20,Paid
8645,1119,2025-03-12T00:00:00,16720,16720,2025-03-12,Paid
8646,451,2025-03-04T00:00:00,16926,16926,2025-03-04,Paid
8647,1309,2025-03-21T00:00:00,163013,163013,2025-03-21,Paid
8648,774,2025-03-04T00:00:00,13449,0,,Due
8649,222,2025-03-22T00:00:00,64595,64595,2025-03-22,Paid
8650,221,2025-03-20T00:00:00,36670,0,,Due
8651,1113,2025-03-10T00:00:00,56660,56660,2025-03-10,Paid
8652,1183,2025-03-08T00:00:00,17816,17816,2025-03-08,Paid
8653,1049,2025-03-21T00:00:00,31677,31677,2025-03-21,Paid
8654,1371,2025-03-07T00:00:00,82852,82852,2025-03-07,Paid
8655,310,2025-03-25T00:00:00,216128,0,,Due
8656,1786,2025-03-01T00:00:00,39681,39681,2025-03-01,Paid
8657,73,2025-03-13T00:00:00,34496,34496,2025-03-13,Paid
8658,114,2025-03-26T00:00:00,82602,82602,2025-03-26,Paid
8659,199,2025-03-17T00:00:00,93730,93730,2025-03-17,Paid
8660,931,2025-03-01T00:00:00,13479,13479,2025-03-01,Paid
8661,1693,2025-03-01T00:00:00,47750,47750,2025-03-01,Paid
8662,1303,2025-03-18T00:00:00,237082,237082,2025-03-18,Paid
8663,934,2025-03-30T00:00:00,39537,39537,2025-03-30,Paid
8664,1473,2025-03-18T00:00:00,62858,62858,2025-03-18,Paid
8665,187,2025-03-30T00:00:00,71113,71113,2025-03-30,Paid
8666,266,2025-03-14T00:00:00,111122,111122,2025-03-14,Paid
8667,125,2025-03-14T00:00:00,109073,0,,Due
8668,674,2025-03-04T00:00:00,37178,37178,2025-03-04,Paid
8669,1190,2025-03-18T00:00:00,264829,264829,2025-03-18,Paid
8670,147,2025-03-23T00:00:00,30135,30135,2025-03-23,Paid
8671,989,2025-03-10T00:00:00,37427,37427,2025-03-10,Paid
8672,1789,2025-03-02T00:00:00,29161,29161,2025-03-02,Paid
8673,836,2025-03-21T00:00:00,264200,264200,2025-03-21,Paid
8674,1569,2025-03-28T00:00:00,60007,0,,Due
8675,1036,2025-03-14T00:00:00,21521,21521,2025-03-14,Paid
8676,1324,2025-03-23T00:00:00,257203,257203,2025-03-23,Paid
8677,1644,2025-03-22T00:00:00,25570,25570,2025-03-22,Paid
8678,911,2025-03-20T00:00:00,19066,19066,2025-03-20,Paid
8679,1772,2025-03-03T00:00:00,30194,0,,Due
8680,907,2025-03-20T00:00:00,38768,0,,Due
8681,1667,2025-03-30T00:00:00,155866,155866,2025-03-30,Paid
8682,1128,2025-03-26T00:00:00,42360,42360,2025-03-26,Paid
8683,1203,2025-03-05T00:00:00,58775,0,,Due
8684,152,2025-03-06T00:00:00,382036,382036,2025-03-06,Paid
8685,20,2025-03-26T00:00:00,107001,107001,2025-03-26,Paid
8686,137,2025-03-07T00:00:00,23261,23261,2025-03-07,Paid
8687,339,2025-03-14T00:00:00,30224,30224,2025-03-14,Paid
8688,394,2025-03-24T00:00:00,46687,46687,2025-03-24,Paid
8689,891,2025-03-12T00:00:00,363556,363556,2025-03-12,Paid
8690,1284,2025-03-13T00:00:00,183283,183283,2025-03-13,Paid
8691,1724,2025-03-13T00:00:00,46622,46622,2025-03-13,Paid
8692,388,2025-03-25T00:00:00,36886,36886,2025-03-25,Paid
8693,994,2025-03-30T00:00:00,29044,29044,2025-03-30,Paid
8694,1657,2025-03-11T00:00:00,66388,66388,2025-03-11,Paid
8695,869,2025-03-29T00:00:00,247290,247290,2025-03-29,Paid
8696,184,2025-03-30T00:00:00,61863,61863,2025-03-30,Paid
8697,86,2025-03-26T00:00:00,122688,122688,2025-03-26,Paid
8698,229,2025-03-22T00:00:00,50844,50844,2025-03-22,Paid
8699,155,2025-03-09T00:00:00,123289,123289,2025-03-09,Paid
8700,1213,2025-03-08T00:00:00,1798816,1798816,2025-03-08,Paid
8701,1709,2025-03-03T00:00:00,69990,0,,Due
8702,296,2025-03-28T00:00:00,29220,29220,2025-03-28,Paid
8703,979,2025-03-18T00:00:00,43303,0,,Due
8704,1647,2025-03-23T00:00:00,92717,92717,2025-03-23,Paid
8705,180,2025-03-31T00:00:00,51220,51220,2025-03-31,Paid
8706,175,2025-03-07T00:00:00,36720,36720,2025-03-07,Paid
8707,1076,2025-03-15T00:00:00,108129,108129,2025-03-15,Paid
8708,74,2025-03-27T00:00:00,165498,165498,2025-03-27,Paid
8709,1253,2025-03-29T00:00:00,218023,218023,2025-03-29,Paid
8710,1792,2025-03-15T00:00:00,35951,35951,2025-03-15,Paid
8711,202,2025-03-19T00:00:00,151101,151101,2025-03-19,Paid
8712,1117,2025-03-30T00:00:00,27417,27417,2025-03-30,Paid
8713,1722,2025-03-16T00:00:00,36859,0,,Due
8714,1652,2025-03-06T00:00:00,27552,27552,2025-03-06,Paid
8715,1063,2025-03-08T00:00:00,49597,49597,2025-03-08,Paid
8716,1170,2025-03-13T00:00:00,29424,29424,2025-03-13,Paid
8717,1570,2025-03-14T00:00:00,676060,676060,2025-03-14,Paid
8718,1352,2025-03-01T00:00:00,1145767,1145767,2025-03-01,Paid
8719,569,2025-03-30T00:00:00,55959,55959,2025-03-30,Paid
8720,168,2025-03-29T00:00:00,66288,66288,2025-03-29,Paid
8721,1761,2025-03-09T00:00:00,22522,22522,2025-03-09,Paid
8722,1743,2025-03-16T00:00:00,59205,59205,2025-03-16,Paid
8723,624,2025-03-02T00:00:00,51867,51867,2025-03-02,Paid
8724,1146,2025-03-09T00:00:00,172197,172197,2025-03-09,Paid
8725,33,2025-03-09T00:00:00,66051,66051,2025-03-09,Paid
8726,1172,2025-03-20T00:00:00,52060,52060,2025-03-20,Paid
8727,122,2025-03-09T00:00:00,36057,36057,2025-03-09,Paid
8728,947,2025-03-23T00:00:00,190487,190487,2025-03-23,Paid
8729,1796,2025-03-15T00:00:00,35754,35754,2025-03-15,Paid
8730,919,2025-03-28T00:00:00,72988,72988,2025-03-28,Paid
8731,306,2025-03-07T00:00:00,61327,61327,2025-03-07,Paid
8732,523,2025-03-27T00:00:00,54187,54187,2025-03-27,Paid
8733,883,2025-03-23T00:00:00,52144,52144,2025-03-23,Paid
8734,1299,2025-03-16T00:00:00,119388,119388,2025-03-16,Paid
8735,1218,2025-03-27T00:00:00,624385,624385,2025-03-27,Paid
8736,1755,2025-03-29T00:00:00,16270,16270,2025-03-29,Paid
8737,1715,2025-03-30T00:00:00,27546,0,,Due
8738,179,2025-03-25T00:00:00,52242,52242,2025-03-25,Paid
8739,1250,2025-03-20T00:00:00,222122,222122,2025-03-20,Paid
8740,1168,2025-03-04T00:00:00,124539,124539,2025-03-04,Paid
8741,691,2025-03-24T00:00:00,103122,103122,2025-03-24,Paid
8742,487,2025-03-29T00:00:00,78896,78896,2025-03-29,Paid
8743,1622,2025-04-18T00:00:00,36854,36854,2025-04-18,Paid
8744,215,2025-04-07T00:00:00,748321,0,,Due
8745,1553,2025-04-17T00:00:00,113695,0,,Due
8746,904,2025-04-26T00:00:00,19390,19390,2025-04-26,Paid
8747,959,2025-04-30T00:00:00,46720,46720,2025-04-30,Paid
8748,1750,2025-04-15T00:00:00,36006,36006,2025-04-15,Paid
8749,237,2025-04-05T00:00:00,55490,55490,2025-04-05,Paid
8750,790,2025-04-01T00:00:00,101223,101223,2025-04-01,Paid
8751,314,2025-04-15T00:00:00,60294,60294,2025-04-15,Paid
8752,388,2025-04-25T00:00:00,36886,36886,2025-04-25,Paid
8753,1179,2025-04-18T00:00:00,160661,160661,2025-04-18,Paid
8754,1382,2025-04-01T00:00:00,129730,129730,2025-04-01,Paid
8755,610,2025-04-18T00:00:00,22909,22909,2025-04-18,Paid
8756,1052,2025-04-23T00:00:00,12479,12479,2025-04-23,Paid
8757,1002,2025-04-13T00:00:00,49909,49909,2025-04-13,Paid
8758,248,2025-04-12T00:00:00,42751,0,,Due
8759,695,2025-04-09T00:00:00,138435,138435,2025-04-09,Paid
8760,887,2025-04-25T00:00:00,20927,0,,Due
8761,1730,2025-04-12T00:00:00,54918,54918,2025-04-12,Paid
8762,129,2025-04-08T00:00:00,58063,58063,2025-04-08,Paid
8763,1190,2025-04-18T00:00:00,264829,264829,2025-04-18,Paid
8764,1385,2025-04-03T00:00:00,49787,49787,2025-04-03,Paid
8765,1575,2025-04-14T00:00:00,50026,50026,2025-04-14,Paid
8766,76,2025-04-13T00:00:00,196952,196952,2025-04-13,Paid
8767,120,2025-04-18T00:00:00,65896,65896,2025-04-18,Paid
8768,1455,2025-04-16T00:00:00,503370,503370,2025-04-16,Paid
8769,1721,2025-04-18T00:00:00,38604,0,,Due
8770,265,2025-04-06T00:00:00,24528,0,,Due
8771,20,2025-04-26T00:00:00,107001,107001,2025-04-26,Paid
8772,854,2025-04-12T00:00:00,52635,0,,Due
8773,674,2025-04-04T00:00:00,37178,37178,2025-04-04,Paid
8774,1017,2025-04-03T00:00:00,13924,13924,2025-04-03,Paid
8775,186,2025-04-07T00:00:00,100056,100056,2025-04-07,Paid
8776,232,2025-04-24T00:00:00,26355,26355,2025-04-24,Paid
8777,1578,2025-04-29T00:00:00,154555,154555,2025-04-29,Paid
8778,1657,2025-04-11T00:00:00,66388,66388,2025-04-11,Paid
8779,1436,2025-04-04T00:00:00,209558,209558,2025-04-04,Paid
8780,148,2025-04-07T00:00:00,77355,0,,Due
8781,467,2025-04-17T00:00:00,45684,45684,2025-04-17,Paid
8782,399,2025-04-08T00:00:00,51381,51381,2025-04-08,Paid
8783,411,2025-04-10T00:00:00,54225,54225,2025-04-10,Paid
8784,93,2025-04-02T00:00:00,27224,27224,2025-04-02,Paid
8785,1140,2025-04-02T00:00:00,222331,222331,2025-04-02,Paid
8786,569,2025-04-30T00:00:00,55959,55959,2025-04-30,Paid
8787,1144,2025-04-07T00:00:00,16111,16111,2025-04-07,Paid
8788,1348,2025-04-08T00:00:00,48978,48978,2025-04-08,Paid
8789,327,2025-04-21T00:00:00,202152,202152,2025-04-21,Paid
8790,1371,2025-04-07T00:00:00,82852,82852,2025-04-07,Paid
8791,612,2025-04-17T00:00:00,38687,38687,2025-04-17,Paid
8792,859,2025-04-27T00:00:00,224431,224431,2025-04-27,Paid
8793,1189,2025-04-04T00:00:00,19724,19724,2025-04-04,Paid
8794,1785,2025-04-18T00:00:00,27303,27303,2025-04-18,Paid
8795,1029,2025-04-05T00:00:00,50838,50838,2025-04-05,Paid
8796,1749,2025-04-21T00:00:00,501606,501606,2025-04-21,Paid
8797,77,2025-04-27T00:00:00,23853,0,,Due
8798,1796,2025-04-15T00:00:00,35754,35754,2025-04-15,Paid
8799,197,2025-04-12T00:00:00,37447,0,,Due
8800,188,2025-04-30T00:00:00,34809,0,,Due
8801,1286,2025-04-26T00:00:00,94319,94319,2025-04-26,Paid
8802,1010,2025-04-27T00:00:00,57140,57140,2025-04-27,Paid
8803,1666,2025-04-26T00:00:00,30578,30578,2025-04-26,Paid
8804,868,2025-04-16T00:00:00,16826,16826,2025-04-16,Paid
8805,981,2025-04-19T00:00:00,37122,37122,2025-04-19,Paid
8806,1499,2025-04-27T00:00:00,38598,38598,2025-04-27,Paid
8807,1087,2025-04-29T00:00:00,37160,0,,Due
8808,1183,2025-04-08T00:00:00,17816,17816,2025-04-08,Paid
8809,1563,2025-04-07T00:00:00,97118,97118,2025-04-07,Paid
8810,178,2025-04-30T00:00:00,68797,68797,2025-04-30,Paid
8811,993,2025-04-18T00:00:00,10277,10277,2025-04-18,Paid
8812,36,2025-04-11T00:00:00,102033,102033,2025-04-11,Paid
8813,332,2025-04-09T00:00:00,25683,0,,Due
8814,127,2025-04-04T00:00:00,71289,0,,Due
8815,231,2025-04-04T00:00:00,326830,326830,2025-04-04,Paid
8816,1602,2025-04-29T00:00:00,36819,36819,2025-04-29,Paid
8817,778,2025-04-20T00:00:00,35481,35481,2025-04-20,Paid
8818,185,2025-04-28T00:00:00,42705,42705,2025-04-28,Paid
8819,907,2025-04-20T00:00:00,38768,38768,2025-04-20,Paid
8820,345,2025-04-19T00:00:00,333261,333261,2025-04-19,Paid
8821,181,2025-04-02T00:00:00,50588,50588,2025-04-02,Paid
8822,1233,2025-04-03T00:00:00,449434,449434,2025-04-03,Paid
8823,102,2025-04-08T00:00:00,31899,0,,Due
8824,1257,2025-04-09T00:00:00,1296320,1296320,2025-04-09,Paid
8825,1760,2025-04-19T00:00:00,47792,47792,2025-04-19,Paid
8826,1437,2025-04-15T00:00:00,65740,65740,2025-04-15,Paid
8827,1122,2025-04-04T00:00:00,24866,24866,2025-04-04,Paid
8828,133,2025-04-02T00:00:00,218720,218720,2025-04-02,Paid
8829,307,2025-04-05T00:00:00,151657,151657,2025-04-05,Paid
8830,287,2025-04-12T00:00:00,105606,105606,2025-04-12,Paid
8831,1634,2025-04-12T00:00:00,83540,83540,2025-04-12,Paid
8832,1175,2025-04-18T00:00:00,9924,0,,Due
8833,282,2025-04-02T00:00:00,47223,47223,2025-04-02,Paid
8834,1724,2025-04-13T00:00:00,46622,46622,2025-04-13,Paid
8835,1083,2025-04-27T00:00:00,38183,38183,2025-04-27,Paid
8836,336,2025-04-23T00:00:00,48248,48248,2025-04-23,Paid
8837,1637,2025-04-07T00:00:00,37161,37161,2025-04-07,Paid
8838,1384,2025-04-12T00:00:00,75987,75987,2025-04-12,Paid
8839,1323,2025-04-06T00:00:00,151519,151519,2025-04-06,Paid
8840,1536,2025-04-17T00:00:00,46275,0,,Due
8841,917,2025-04-17T00:00:00,78573,78573,2025-04-17,Paid
8842,157,2025-04-06T00:00:00,30227,30227,2025-04-06,Paid
8843,161,2025-04-24T00:00:00,49351,49351,2025-04-24,Paid
8844,153,2025-04-14T00:00:00,39428,39428,2025-04-14,Paid
8845,1198,2025-04-30T00:00:00,29598,29598,2025-04-30,Paid
8846,74,2025-04-27T00:00:00,165498,165498,2025-04-27,Paid
8847,1161,2025-04-10T00:00:00,17762,17762,2025-04-10,Paid
8848,1761,2025-04-09T00:00:00,22522,22522,2025-04-09,Paid
8849,1218,2025-04-27T00:00:00,624385,624385,2025-04-27,Paid
8850,483,2025-04-02T00:00:00,319240,319240,2025-04-02,Paid
8851,1045,2025-04-29T00:00:00,92236,92236,2025-04-29,Paid
8852,1350,2025-04-09T00:00:00,143249,143249,2025-04-09,Paid
8853,1725,2025-04-04T00:00:00,19375,19375,2025-04-04,Paid
8854,1106,2025-04-30T00:00:00,25229,25229,2025-04-30,Paid
8855,67,2025-04-22T00:00:00,16247,16247,2025-04-22,Paid
8856,808,2025-04-07T00:00:00,23196,0,,Due
8857,1416,2025-04-19T00:00:00,151311,151311,2025-04-19,Paid
8858,774,2025-04-04T00:00:00,13449,0,,Due
8859,1589,2025-04-25T00:00:00,138943,138943,2025-04-25,Paid
8860,213,2025-05-09T00:00:00,40741,40741,2025-05-09,Paid
8861,1712,2025-05-23T00:00:00,86891,86891,2025-05-23,Paid
8862,876,2025-05-14T00:00:00,32924,32924,2025-05-14,Paid
8863,1371,2025-05-07T00:00:00,82852,82852,2025-05-07,Paid
8864,141,2025-05-18T00:00:00,21888,21888,2025-05-18,Paid
8865,344,2025-05-30T00:00:00,87899,87899,2025-05-30,Paid
8866,285,2025-05-11T00:00:00,115674,115674,2025-05-11,Paid
8867,1265,2025-05-29T00:00:00,160640,160640,2025-05-29,Paid
8868,1006,2025-05-25T00:00:00,11582,0,,Due
8869,474,2025-05-21T00:00:00,190903,0,,Due
8870,1019,2025-05-10T00:00:00,15155,15155,2025-05-10,Paid
8871,93,2025-05-02T00:00:00,27224,0,,Due
8872,580,2025-05-01T00:00:00,213738,213738,2025-05-01,Paid
8873,1711,2025-05-08T00:00:00,54682,54682,2025-05-08,Paid
8874,1106,2025-05-30T00:00:00,25229,25229,2025-05-30,Paid
8875,394,2025-05-24T00:00:00,46687,46687,2025-05-24,Paid
8876,278,2025-05-13T00:00:00,88576,88576,2025-05-13,Paid
8877,1327,2025-05-13T00:00:00,49093,49093,2025-05-13,Paid
8878,981,2025-05-19T00:00:00,37122,37122,2025-05-19,Paid
8879,922,2025-05-17T00:00:00,485428,485428,2025-05-17,Paid
8880,1350,2025-05-09T00:00:00,143249,143249,2025-05-09,Paid
8881,1731,2025-05-26T00:00:00,419902,419902,2025-05-26,Paid
8882,309,2025-05-22T00:00:00,387502,387502,2025-05-22,Paid
8883,129,2025-05-08T00:00:00,58063,0,,Due
8884,957,2025-05-30T00:00:00,13924,13924,2025-05-30,Paid
8885,1652,2025-05-06T00:00:00,27552,27552,2025-05-06,Paid
8886,666,2025-05-24T00:00:00,338460,338460,2025-05-24,Paid
8887,210,2025-05-24T00:00:00,46586,46586,2025-05-24,Paid
8888,156,2025-05-07T00:00:00,79037,0,,Due
8889,1647,2025-05-23T00:00:00,92717,92717,2025-05-23,Paid
8890,697,2025-05-21T00:00:00,129917,129917,2025-05-21,Paid
8891,23,2025-05-19T00:00:00,20616,20616,2025-05-19,Paid
8892,1717,2025-05-29T00:00:00,513447,0,,Due
8893,400,2025-05-16T00:00:00,36624,36624,2025-05-16,Paid
8894,1742,2025-05-20T00:00:00,20297,20297,2025-05-20,Paid
8895,1572,2025-05-07T00:00:00,198516,198516,2025-05-07,Paid
8896,200,2025-05-28T00:00:00,53525,53525,2025-05-28,Paid
8897,451,2025-05-04T00:00:00,16926,0,,Due
8898,921,2025-05-14T00:00:00,34452,0,,Due
8899,1051,2025-05-27T00:00:00,25998,25998,2025-05-27,Paid
8900,1743,2025-05-16T00:00:00,59205,59205,2025-05-16,Paid
8901,1718,2025-05-17T00:00:00,24002,24002,2025-05-17,Paid
8902,1634,2025-05-12T00:00:00,83540,83540,2025-05-12,Paid
8903,916,2025-05-02T00:00:00,13253,13253,2025-05-02,Paid
8904,1782,2025-05-07T00:00:00,14856,0,,Due
8905,1140,2025-05-02T00:00:00,222331,222331,2025-05-02,Paid
8906,1736,2025-05-21T00:00:00,49715,49715,2025-05-21,Paid
8907,120,2025-05-18T00:00:00,65896,65896,2025-05-18,Paid
8908,1153,2025-05-24T00:00:00,47661,47661,2025-05-24,Paid
8909,1473,2025-05-18T00:00:00,62858,62858,2025-05-18,Paid
8910,1633,2025-05-17T00:00:00,100204,0,,Due
8911,430,2025-05-26T00:00:00,41315,41315,2025-05-26,Paid
